name,srx,platform,layout,ilength,srr,spots,bases
GSM3913026,SRX6385676,ILLUMINA,SINGLE,,SRR9623155,"18,406,323",1
GSM3913027,SRX6385677,ILLUMINA,SINGLE,,SRR9623156,"11,166,914",842
GSM3913028,SRX6385678,ILLUMINA,SINGLE,,SRR9623157,"11,867,283",895
GSM3913029,SRX6385679,ILLUMINA,SINGLE,,SRR9623158,"9,268,187",699
GSM3913030,SRX6385680,ILLUMINA,SINGLE,,SRR9623159,"12,152,226",916
GSM3913031,SRX6385681,ILLUMINA,SINGLE,,SRR9623160,"11,826,472",891
GSM3913032,SRX6385682,ILLUMINA,SINGLE,,SRR9623161,"11,920,048",899
GSM3913033,SRX6385683,ILLUMINA,SINGLE,,SRR9623162,"13,155,833",992
GSM3913034,SRX6385684,ILLUMINA,SINGLE,,SRR9623163,"11,063,915",834
GSM3913035,SRX6385685,ILLUMINA,SINGLE,,SRR9623164,"14,127,414",1
GSM3913036,SRX6385686,ILLUMINA,SINGLE,,SRR9623165,"9,962,149",750
GSM3913037,SRX6385687,ILLUMINA,SINGLE,,SRR9623166,"9,186,526",692
GSM3913038,SRX6385688,ILLUMINA,SINGLE,,SRR9623167,"9,067,317",680
GSM3913039,SRX6385689,ILLUMINA,SINGLE,,SRR9623168,"11,903,239",898
GSM3913040,SRX6385690,ILLUMINA,SINGLE,,SRR9623169,"17,603,936",1
GSM3913041,SRX6385691,ILLUMINA,SINGLE,,SRR9623170,"10,050,581",758
GSM3913042,SRX6385692,ILLUMINA,SINGLE,,SRR9623171,"10,286,154",776
GSM3913043,SRX6385693,ILLUMINA,SINGLE,,SRR9623172,"11,102,999",838
GSM3913044,SRX6385694,ILLUMINA,SINGLE,,SRR9623173,"11,829,686",893
GSM3913045,SRX6385695,ILLUMINA,SINGLE,,SRR9623174,"17,152,399",1
GSM3913046,SRX6385696,ILLUMINA,SINGLE,,SRR9623175,"11,639,124",878
GSM3913047,SRX6385697,ILLUMINA,SINGLE,,SRR9623176,"13,849,169",1
GSM3913048,SRX6385698,ILLUMINA,SINGLE,,SRR9623177,"11,515,905",869
GSM3913049,SRX6385699,ILLUMINA,SINGLE,,SRR9623178,"11,694,324",882
GSM3913050,SRX6385700,ILLUMINA,SINGLE,,SRR9623179,"15,100,343",1
GSM3913051,SRX6385701,ILLUMINA,SINGLE,,SRR9623180,"10,137,058",765
GSM3913052,SRX6385702,ILLUMINA,SINGLE,,SRR9623181,"10,488,703",792
GSM3913053,SRX6385703,ILLUMINA,SINGLE,,SRR9623182,"10,146,068",766
GSM3913054,SRX6385704,ILLUMINA,SINGLE,,SRR9623183,"11,905,997",898
GSM3913055,SRX6385705,ILLUMINA,SINGLE,,SRR9623184,"10,419,118",786
GSM3913056,SRX6385706,ILLUMINA,SINGLE,,SRR9623185,"10,092,292",761
GSM3913057,SRX6385707,ILLUMINA,SINGLE,,SRR9623186,"10,971,860",828
GSM3913058,SRX6385708,ILLUMINA,SINGLE,,SRR9623187,"8,907,569",672
GSM3913059,SRX6385709,ILLUMINA,SINGLE,,SRR9623188,"11,066,558",835
GSM3913060,SRX6385710,ILLUMINA,SINGLE,,SRR9623189,"8,352,801",630
GSM3913061,SRX6385711,ILLUMINA,SINGLE,,SRR9623190,"12,197,754",921
GSM3913062,SRX6385712,ILLUMINA,SINGLE,,SRR9623191,"13,252,954",1
GSM3913063,SRX6385713,ILLUMINA,SINGLE,,SRR9623192,"12,992,776",980
GSM3913064,SRX6385714,ILLUMINA,SINGLE,,SRR9623193,"14,150,519",1
GSM3913065,SRX6385715,ILLUMINA,SINGLE,,SRR9623194,"11,372,110",857
GSM3913066,SRX6385716,ILLUMINA,SINGLE,,SRR9623195,"11,443,698",863
GSM3913067,SRX6385717,ILLUMINA,SINGLE,,SRR9623196,"12,998,889",980
GSM3913068,SRX6385718,ILLUMINA,SINGLE,,SRR9623197,"10,189,184",769
GSM3913069,SRX6385719,ILLUMINA,SINGLE,,SRR9623198,"10,175,442",768
GSM3913070,SRX6385720,ILLUMINA,SINGLE,,SRR9623199,"12,753,229",962
GSM3913071,SRX6385721,ILLUMINA,SINGLE,,SRR9623200,"11,363,625",856
GSM3913072,SRX6385722,ILLUMINA,SINGLE,,SRR9623201,"10,905,876",823
GSM3913073,SRX6385723,ILLUMINA,SINGLE,,SRR9623202,"10,855,438",819
GSM3913074,SRX6385724,ILLUMINA,SINGLE,,SRR9623203,"10,801,823",815
GSM3913075,SRX6385725,ILLUMINA,SINGLE,,SRR9623204,"13,921,342",1
GSM3913076,SRX6385726,ILLUMINA,SINGLE,,SRR9623205,"13,460,021",1
GSM3913077,SRX6385727,ILLUMINA,SINGLE,,SRR9623206,"12,708,570",959
GSM3913078,SRX6385728,ILLUMINA,SINGLE,,SRR9623207,"13,451,156",1
GSM3913079,SRX6385729,ILLUMINA,SINGLE,,SRR9623208,"12,951,939",977
GSM3913080,SRX6385730,ILLUMINA,SINGLE,,SRR9623209,"14,532,375",1
GSM3913081,SRX6385731,ILLUMINA,SINGLE,,SRR9623210,"13,356,670",1
GSM3913082,SRX6385732,ILLUMINA,SINGLE,,SRR9623211,"12,758,474",963
GSM3913083,SRX6385733,ILLUMINA,SINGLE,,SRR9623212,"12,318,369",929
GSM3913084,SRX6385734,ILLUMINA,SINGLE,,SRR9623213,"12,262,340",925
GSM3913085,SRX6385735,ILLUMINA,SINGLE,,SRR9623214,"13,681,712",1
GSM3913086,SRX6385736,ILLUMINA,SINGLE,,SRR9623215,"11,702,569",882
GSM3913087,SRX6385737,ILLUMINA,SINGLE,,SRR9623216,"8,624,486",650
GSM3913088,SRX6385738,ILLUMINA,SINGLE,,SRR9623217,"8,645,630",652
GSM3913089,SRX6385739,ILLUMINA,SINGLE,,SRR9623218,"10,161,249",766
GSM3913090,SRX6385740,ILLUMINA,SINGLE,,SRR9623219,"13,189,374",993
GSM3913091,SRX6385741,ILLUMINA,SINGLE,,SRR9623220,"10,888,813",821
GSM3913092,SRX6385742,ILLUMINA,SINGLE,,SRR9623221,"10,569,075",797
GSM3913093,SRX6385743,ILLUMINA,SINGLE,,SRR9623222,"12,097,761",912
GSM3913094,SRX6385744,ILLUMINA,SINGLE,,SRR9623223,"8,501,533",641
GSM3913095,SRX6385745,ILLUMINA,SINGLE,,SRR9623224,"9,406,904",709
GSM3913096,SRX6385746,ILLUMINA,SINGLE,,SRR9623225,"11,448,858",863
GSM3913097,SRX6385747,ILLUMINA,SINGLE,,SRR9623226,"14,148,169",1
GSM3913098,SRX6385748,ILLUMINA,SINGLE,,SRR9623227,"12,815,055",967
GSM3913099,SRX6385749,ILLUMINA,SINGLE,,SRR9623228,"12,264,262",925
GSM3913100,SRX6385750,ILLUMINA,SINGLE,,SRR9623229,"13,482,291",1
GSM3913101,SRX6385751,ILLUMINA,SINGLE,,SRR9623230,"9,102,049",686
GSM3913102,SRX6385752,ILLUMINA,SINGLE,,SRR9623231,"11,188,890",844
GSM3913103,SRX6385753,ILLUMINA,SINGLE,,SRR9623232,"15,834,787",1
GSM3913104,SRX6385754,ILLUMINA,SINGLE,,SRR9623233,"9,227,385",696
GSM3913105,SRX6385755,ILLUMINA,SINGLE,,SRR9623234,"9,515,745",717
GSM3913106,SRX6385756,ILLUMINA,SINGLE,,SRR9623235,"8,781,031",662
GSM3913107,SRX6385757,ILLUMINA,SINGLE,,SRR9623236,"10,094,924",758
GSM3913108,SRX6385758,ILLUMINA,SINGLE,,SRR9623237,"10,232,646",764
GSM3913109,SRX6385759,ILLUMINA,SINGLE,,SRR9623238,"13,295,460",995
GSM3913110,SRX6385760,ILLUMINA,SINGLE,,SRR9623239,"9,761,202",732
GSM3913111,SRX6385761,ILLUMINA,SINGLE,,SRR9623240,"9,396,081",709
GSM3913112,SRX6385762,ILLUMINA,SINGLE,,SRR9623241,"9,144,291",690
GSM3913113,SRX6385763,ILLUMINA,SINGLE,,SRR9623242,"11,316,876",854
GSM3913114,SRX6385764,ILLUMINA,SINGLE,,SRR9623243,"11,391,055",859
GSM3913115,SRX6385765,ILLUMINA,SINGLE,,SRR9623244,"11,643,165",878
GSM3913116,SRX6385766,ILLUMINA,SINGLE,,SRR9623245,"9,134,831",688
GSM3913117,SRX6385767,ILLUMINA,SINGLE,,SRR9623246,"11,145,187",841
GSM3913118,SRX6385768,ILLUMINA,SINGLE,,SRR9623247,"10,162,694",767
GSM3913119,SRX6385769,ILLUMINA,SINGLE,,SRR9623248,"11,834,732",893
GSM3913120,SRX6385770,ILLUMINA,SINGLE,,SRR9623249,"10,585,678",799
GSM3913121,SRX6385771,ILLUMINA,SINGLE,,SRR9623250,"14,822,743",1
GSM3913122,SRX6385772,ILLUMINA,SINGLE,,SRR9623251,"15,371,332",1
GSM3913123,SRX6385773,ILLUMINA,SINGLE,,SRR9623252,"11,282,432",851
GSM3913124,SRX6385774,ILLUMINA,SINGLE,,SRR9623253,"12,044,544",908
GSM3913125,SRX6385775,ILLUMINA,SINGLE,,SRR9623254,"10,516,739",793
GSM3913126,SRX6385776,ILLUMINA,SINGLE,,SRR9623255,"12,248,664",924
GSM3913127,SRX6385777,ILLUMINA,SINGLE,,SRR9623256,"12,095,905",912
GSM3913128,SRX6385778,ILLUMINA,SINGLE,,SRR9623257,"11,875,315",896
GSM3913129,SRX6385779,ILLUMINA,SINGLE,,SRR9623258,"11,563,948",872
GSM3913130,SRX6385780,ILLUMINA,SINGLE,,SRR9623259,"14,550,526",1
GSM3913131,SRX6385781,ILLUMINA,SINGLE,,SRR9623260,"13,026,413",983
GSM3913132,SRX6385782,ILLUMINA,SINGLE,,SRR9623261,"15,146,471",1
GSM3913133,SRX6385783,ILLUMINA,SINGLE,,SRR9623262,"11,494,342",867
GSM3913134,SRX6385784,ILLUMINA,SINGLE,,SRR9623263,"11,788,615",889
GSM3913135,SRX6385785,ILLUMINA,SINGLE,,SRR9623264,"12,484,900",942
GSM3913136,SRX6385786,ILLUMINA,SINGLE,,SRR9623265,"14,533,110",1
GSM3913137,SRX6385787,ILLUMINA,SINGLE,,SRR9623266,"18,273,034",1
GSM3913138,SRX6385788,ILLUMINA,SINGLE,,SRR9623267,"13,154,905",992
GSM3913139,SRX6385789,ILLUMINA,SINGLE,,SRR9623268,"11,595,038",875
GSM3913140,SRX6385790,ILLUMINA,SINGLE,,SRR9623269,"12,205,690",921
GSM3913141,SRX6385791,ILLUMINA,SINGLE,,SRR9623270,"10,198,905",770
GSM3913142,SRX6385792,ILLUMINA,SINGLE,,SRR9623271,"10,857,540",819
GSM3913143,SRX6385793,ILLUMINA,SINGLE,,SRR9623272,"15,914,119",1
GSM3913144,SRX6385794,ILLUMINA,SINGLE,,SRR9623273,"9,603,606",725
GSM3913145,SRX6385795,ILLUMINA,SINGLE,,SRR9623274,"10,234,987",772
GSM3913146,SRX6385796,ILLUMINA,SINGLE,,SRR9623275,"10,147,552",766
GSM3913147,SRX6385797,ILLUMINA,SINGLE,,SRR9623276,"10,332,771",780
GSM3913148,SRX6385798,ILLUMINA,SINGLE,,SRR9623277,"17,593,769",1
GSM3913149,SRX6385799,ILLUMINA,SINGLE,,SRR9623278,"11,959,668",902
GSM3913150,SRX6385800,ILLUMINA,SINGLE,,SRR9623279,"10,197,357",769
GSM3913151,SRX6385801,ILLUMINA,SINGLE,,SRR9623280,"18,490,813",1
GSM3913152,SRX6385802,ILLUMINA,SINGLE,,SRR9623281,"21,257,995",1
GSM3913153,SRX6385803,ILLUMINA,SINGLE,,SRR9623282,"13,093,268",988
GSM3913154,SRX6385804,ILLUMINA,SINGLE,,SRR9623283,"12,016,115",907
GSM3913155,SRX6385805,ILLUMINA,SINGLE,,SRR9623284,"10,593,453",799
GSM3913156,SRX6385806,ILLUMINA,SINGLE,,SRR9623285,"11,571,408",873
GSM3913157,SRX6385807,ILLUMINA,SINGLE,,SRR9623286,"11,558,479",872
GSM3913158,SRX6385808,ILLUMINA,SINGLE,,SRR9623287,"10,241,969",773
GSM3913159,SRX6385809,ILLUMINA,PAIRED,,SRR9623288,"21,938,793",6
GSM3913160,SRX6385810,ILLUMINA,PAIRED,,SRR9623289,"21,176,308",6
GSM3913161,SRX6385811,ILLUMINA,PAIRED,,SRR9623290,"22,388,504",6
